,CarParkID,address,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,lat,lng
158,AR9,BLK 20/22/23 DOVER CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.307284363,103.7834396
159,AV1,BLK 120/120A/121-127 ALEXANDRA VILLAGE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.285582555,103.8032153
160,B10,BLK 404/413 BEDOK NORTH AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.329028331,103.9337077
161,B11,BLK 416/418 BEDOK NORTH AVENUE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.328342005,103.9303962
162,B14,BLK 412/413 BEDOK NORTH AVENUE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.329159093,103.9314451
163,B16,BLK 32/63 BEDOK SOUTH AVENUE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.323501118,103.9405595
164,B17,BLK 52/57 NEW UPPER CHANGI ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.324217738,103.9418572
165,B19,BLK 37/38/43/60 BEDOK SOUTH ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.321924546,103.940961
166,B20,BLK 67/73 BEDOK SOUTH ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.319799714,103.9434204
167,B21,BLK 74/82 BEDOK NORTH ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.328177963,103.9410465
168,B24,BLK 84/89 BEDOK NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.33264716,103.9382946
169,B25,BLK 91/97 BEDOK NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,4.5,N,1.332969119,103.9404903
170,B26,BLK 98/100 BEDOK NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.334307987,103.9403406
171,B27,BLK 101/106 BEDOK NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.334117747,103.9380381
172,B28,BLK 107/110 BEDOK NORTH ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.33254479,103.9355711
173,B30,BLK 119/123 BEDOK NORTH STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.329942835,103.9387534
174,B31,BLK 124/129 BEDOK NORTH STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.328501234,103.9388502
175,B32,BLK 130/132 BEDOK NORTH STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.32741067,103.9367575
176,B33,BLK 131/133 BEDOK NORTH AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.327240858,103.9358002
177,B34,BLK 134/136 BEDOK NORTH AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.328312294,103.9356734
178,B35,BLK 137/140 BEDOK NORTH AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.329058097,103.9351762
179,B40,BLK 504/507 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.332549948,103.9327701
180,B41,BLK 510 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.332554918,103.9314929
181,B42,BLK 509/511 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.332451791,103.9308212
182,B43,BLK 519/522 553 BEDOK NORTH AVENUE 1/2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.331105187,103.9276034
183,B44,BLK 528/536 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.333971252,103.9275088
184,B45,BLK 537/539 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.331679984,103.925429
185,B46,BLK 537/538 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.331321224,103.924182
186,B47,BLK 540/542 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.330895915,103.9222478
187,B48,BLK 543/547 BEDOK NORTH STREET 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.330095928,103.9234212
188,B49,BLK 549/551 BEDOK NORTH AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.332185767,103.9266682
189,B50,BLK 601/605 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.330447091,103.9130666
190,B51,BLK 611/616 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3321465,103.9163962
191,B52,BLK 617/624 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.33390918,103.9178942
192,B53,BLK 625/629 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.334251489,103.9151772
193,B54,BLK 630/632 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N,1.333363744,103.9152037
194,B57,BLK 701/708 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.335843395,103.9190193
195,B59,BLK 716/718/721 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.337459185,103.9259534
196,B60,BLK 722/725 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.337194222,103.9290567
197,B63,BLK 739/745 BEDOK RESERVOIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.338153727,103.9226165
198,B65,BLK 155/172 BEDOK SOUTH ROAD/AVE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.32003291,103.9456593
199,B66,BLK 637A BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.9,N,1.330548155,103.9043396
200,B67,BLK 649A JALAN TENAGA,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N,1.332015772,103.9063948
201,B69,BLK 94A BEDOK NORTH AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.333426184,103.9419707
202,B70,BLK 201 BEDOK NORTH ST 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.326289845,103.9279955
203,B71,BLK 29C CHAI CHEE AVENUE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.324293889,103.9243004
204,B72,BLK 660A JALAN TENAGA,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.33437706,103.9073898
205,B73,BLK 651A JALAN TENAGA,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.332492268,103.9069672
206,B74,BLK 671A JALAN DAMAI,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.0,N,1.332846853,103.9090553
207,B75,BLK 613C BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.333038103,103.9175262
208,B79,BLK 772A BEDOK RESERVOIR VIEW,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.336776156,103.9374066
209,B7A,BLK 216/218 BEDOK NORTH ST 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.15,N,1.327131692,103.934037
210,B7B,BEDOK CENTRAL,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.326521502,103.93484
211,B80,BLK 739A BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.338268304,103.9233606
212,B81,BLK 30A NEW UPPER CHANGI ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.323211124,103.9349426
213,B83,BLK 21A CHAI CHEE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.326469014,103.9222713
214,B84,BLK 215A BEDOK CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.32622611,103.9342048
215,B85,BLK 184 BEDOK NORTH RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.326080246,103.9413578
216,B86,BLK 114A BEDOK NORTH ST 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.330720263,103.9355693
217,B88,BLK 34A BED0K SOUTH AVE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.322250932,103.938324
218,B89,BLK 116A BEDOK NORTH ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.330959179,103.9372655
219,B90,BLK 35A BEDOK SOUTH AVE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.322520623,103.9396488
220,B91,BLK 630 BEDOK RESERVOIR ROAD,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,1.332797324,103.9142523
221,B92,BLK 2A BEDOK SOUTH AVE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.321697394,103.9339351
222,B94,BLK 513A BEDOK NORTH AVE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.332260166,103.9293574
223,B95,BLK 220 BEDOK CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,1.32551298,103.9350827
224,B96,BLK 219 BEDOK CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,1.32496629,103.9329516
225,B97,BLK 714A BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.33615579,103.9235081
226,B98,BLK 748 BEDOK RESERVOIR CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.33607942,103.9219169
227,BBB,BLK 232 BRAS BASAH BASEMENT CAR PARK,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,1.9,Y,1.296580028,103.8536632
228,BE4,BLK 101-116 BISHAN STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.346495537,103.8483778
229,BE5,BLK 117-134 BISHAN STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.346177376,103.8509611
230,BE6,BLK 135/138 BISHAN STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.344748214,103.8518833
231,BE7,BLK 139-144 BISHAN STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.345004699,103.8530229
232,BE8,"BLK 145-150A, 151 BISHAN STREET 11",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.344436392,103.8553148
233,BE9,BLK 153-167 BISHAN STREET 13,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.347170262,103.8561828
234,BH1,BLK 1 THOMSON ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.324991365,103.8424599
235,BH2,BLK 2 BALESTIER ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.326045973,103.8428582
236,BJ1,BLK 130-140 CASHEW ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.37395668,103.769323
237,BJ2,BLK 141-151 GANGSA/PETIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.376135031,103.7666613
238,BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.377310194,103.7693773
239,BJ4,BLK 219/233 PETIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.375459719,103.7723545
240,BJ8,BLK 201/218 PETIR ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.374612729,103.7737107
241,BL3,BLK 174/179 BOON LAY DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.346874708,103.7092346
242,BL8,BLK 221 BOON LAY PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.345425134,103.7133909
244,BLM,BLK 10 BENDEMEER ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.31550644,103.8609587
245,BM1,BLK 28 JALAN BUKIT MERAH,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.286273508,103.8096692
246,BM2,BLK 28 HOY FATT ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.1,N,1.286850768,103.8099531
247,BM3,BLK 49/50 HOY FATT ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.287707766,103.8115278
248,BM4,BLK 35A JALAN RUMAH TINGGI,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,1.287667284,103.8089551
250,BM5,BLKS 8/10 JALAN RUMAH TINGGI,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,4.5,N,1.288431556,103.8076195
252,BM6,BLK 61 LENGKOK BAHRU,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.289533391,103.8137645
253,BM9,BLK 58/59 LENGKOK BAHRU,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.289097999,103.814358
254,BP1,BLK 101/109 BUKIT PURMEI ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.272794946,103.82487
255,BP2,BLK 110/115 BUKIT PURMEI ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,1.9,N,1.274091691,103.8270043
256,BR4,BLK 81/89 WHAMPOA DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.32357726,103.8554214
257,BR5,BLK 74/75 WHAMPOA DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.9,N,1.324908971,103.8581906
258,BR6,BLK 92 WHAMPOA DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.323038825,103.8535358
259,BR8,BLK 76/77 LORONG LIMAU,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.0,N,1.325160011,103.8545583
260,BR9,BLK 69 MOULMEIN ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.31896257,103.8507431
261,BRM,BLK 39 BENDEMEER ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.320747202,103.8661729
263,BTM,BLK 2B BOON TIONG ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.286783924,103.8332897
265,BWM,BLK 2A JLN BUKIT MERAH,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.286875302,103.8066545
268,C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.318463207,103.7689629
269,C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.3,N,1.31589499,103.7661416
271,C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.321789844,103.7661061
273,C16,BLK 430-435 CLEMENTI AVE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.5,N,1.314313927,103.7624816
274,C17,"BLK 442-444,442A CLEMENTI AVE 3",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.313857729,103.7638966
277,C18,BLK 426/428 CLEMENTI AVE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.312271663,103.7633744
278,C20,BLK 449-451 CLEMENTI AVE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.313347821,103.7652617
280,C24,BLK 110/118 CLEMENTI STREET 13,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.324197621,103.7712867
282,C25,BLK 101-104 CLEMENTI STREET 14,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.322392723,103.7690555
287,C26,BLK 105-107 CLEMENTI STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N,1.322587761,103.7699291
290,C27,BLK 108/109 CLEMENTI STREET 11,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N,1.322242263,103.7705128
291,C29,BLK 501-505 WEST COAST DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.312614612,103.7592318
292,C30,BLK 507-509 WEST COAST DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.311458097,103.7614211
293,C31,BLK 510/511 WEST COAST ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.310563194,103.7605991
294,C32,BLK 514-519 WEST COAST ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.308625559,103.7590812
295,C33,BLK 601-613 CLEMENTI WEST STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.304559438,103.7668576
296,C34,BLK 702/703 WEST COAST ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.307010315,103.7609363
297,C35,BLK 704-714 CLEMENTI WEST STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.305612302,103.7614392
298,C36,BLK 728/729 CLEMENTI WEST STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.305309675,103.7635574
299,C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,1.303538317,103.7639717
300,C38,BLK 715-717 CLEMENTI WEST STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.302806668,103.7625268
303,C3M,BLK 416A CLEMENTI AVE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.309813588,103.770131
306,C4M,BLK 413A COMMONWEALTH AVENUE WEST,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,1.311480109,103.7705025
308,CAM,BLK 88 TANGLIN HALT RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.301821057,103.7982057
310,CC1,BLK 1/2 CHAI CHEE STREET,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.326621271,103.9229114
311,CC4,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.325761538,103.9213875
312,CC5,BLK 27 CHAI CHEE ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.324822461,103.9234007
313,CC6,BLK 25-27 CHAI CHEE ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.323513814,103.9235646
314,CC7,BLK 30/40 CHAI CHEE AVENUE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.325246206,103.9256873
315,CC8,BLK 55/58 CHAI CHEE DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.326895488,103.9194412
316,CC9,BLK 41/42 CHAI CHEE STREET,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.327720116,103.9259951
319,CDM,BLK 54 C'WEALTH DR,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.301636409,103.7967914
320,CK1,BLK 101/108 TECK WHYE LANE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.377844092,103.7533965
321,CK2,BLK 109/117 TECK WHYE LANE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.379252781,103.7513717
322,CK3,BLK 118/124 TECK WHYE LANE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.378605924,103.7500625
